Region,Date,Title,Summary
Americas,8 Sep 2019,PAHO issues $3.5 million donor appeal for humanitarian health response in the Bahamas,"Nassau, Bahamas, Sept. 8, 2019 (PAHO)—The Pan American Health Organization (PAHO) is requesting an initial US $3.5 million from donors to cover short-term health care and other needs for the population in the Bahamas affected by Hurricane Dorian. “Our priority concerns are to restore access to essential health services and continued medical care…"
Americas,5 Sep 2019,PAHO Supports Bahamas Response with Emergency Medical Teams,"Nassau, Bahamas, September 5, 2019 (PAHO) —The Pan American Health Organization/World Health Organization (PAHO/WHO) is focusing on clinical care to save the lives of persons who survived the hurricane and keeping people safe, with three Emergency Medical Teams arriving in the Bahamas, according to Dr. Esther de Gourville, PAHO/WHO’s…"
Americas,3 Sep 2019,Bahamas Health Officials Respond to Hurricane Dorian with PAHO’s support,"Nassau, Bahamas, Sept. 3, 2019— A Pan American Health Organization (PAHO) team is working closely with health authorities in the Bahamas to support their response to Hurricane Dorian, which has damaged health facilities and flooded hospitals on Abaco islands and Grand Bahama island. Prior to the hurricane, the PAHO/WHO country office contributed…"
Americas,1 Sep 2019,Anti-stigma campaign ‘Let’s Talk About Dementia’ marks beginning of World Alzheimer’s Month in the Americas,"ADI and PAHO launch ‘Let’s Talk About Dementia campaign’ in the Americas to address stigma and to encourage conversations around dementia Every 3 seconds someone in the world develops dementia Around 10 million people living with dementia live in the Americas Dementia became a $US1 trillion-dollar a year disease in 2018 Washington D.C., 1…"
Americas,27 Aug 2019,Eliminating trachoma: WHO announces sustained progress with hundreds of millions of people no longer at risk of infection,"27 June 2019 | Maputo | Geneva- The number of people at risk of trachoma – the world’s leading infectious cause of blindness – has fallen from 1.5 billion in 2002 to just over 142 million in 2019, a reduction of 91%, the World Health Organization (WHO) has reported. New data presented today at the 22nd meeting of the WHO Alliance for the…"
Americas,23 Aug 2019,Hospitals in Belize to become climate resilient thanks to SMART Hospital initiative,"The Project, funded by the EU in partnership with PAHO and the Ministry of Health will retrofit six health care facilities throughout the country Belize City, Belize, 23 August 2019 (PAHO/WHO) — Six public health facilities across Belize are to be retrofitted to ensure that they are climate resilient thanks to a new project from the Pan American…"
Americas,23 Aug 2019,Rising to the challenge of malaria eradication,The World Health Organization (WHO) says accelerated research and development (R&D) in new tools for malaria prevention and treatment is key if the world is to eradicate malaria in the foreseeable future: today less than 1% of funding for health R&D investment goes to developing tools to tackle malaria. WHO also flags the urgent need for…
Americas,21 Aug 2019,Redefining HIV prevention messages for young people in Latin America,"19 August 2019 (UNAIDS/PAHO)—A dozen young people from nine different countries in Latin America came together recently at the 10th International AIDS Society Conference on HIV Science in Mexico City, Mexico, to develop a new youth-friendly communication strategy related to HIV prevention for young gay men and those having sex with other men.…"
Americas,15 Aug 2019,PAHO warns of the complex situation of dengue in Latin America and the Caribbean,"The Region is experiencing a new epidemic cycle that mostly affects children under the age of 15. PAHO urges communities to eliminate Aedes mosquito breeding grounds, which is the most effective way of controlling the disease.   Washington, DC, 15 august 2019 (PAHO) - The Pan American Health Organization (PAHO) warns of the complex…"
Americas,14 Aug 2019,"Countries seek to strengthen strategies for prevention, control, and elimination of vector-borne diseases","PAHO/WHO held a regional workshop to address the environmental determinants of health in vector prevention and control strategies, including interventions in environmental health to reduce the impact of arboviral diseases. Washington, D.C., 13 August 2019 (PAHO/WHO) — On August 1-2, in Panama City (Panama), the Pan American Health Organization (…"
Americas,12 Aug 2019,Youth leaders to share ideas with PAHO on improving adolescent health in the Americas,"Washington, DC, 12 August 2019 (PAHO/WHO) – The Youth Leaders Initiative, to be created by the Pan American Health Organization (PAHO), will bring together people under the age of 25 to seek innovative ideas and solutions to address health problems that affect adolescents and young people in the Americas. “PAHO wants to give young…"
Americas,8 Aug 2019,Birth defects registries expanding in Latin America,"Twelve countries are already monitoring these abnormalities, which cause one out of every ten deaths of children under 5 in the Region Montevideo, 8 August 2019 (PAHO)—Twelve Latin American countries already monitor children who are born with congenital birth defects in order to better understand why and how often they occur, and how the survival…"
Americas,6 Aug 2019,Which are the key medical devices for primary health care services,"PAHO has updated its list to focus on health problems that generate the greatest disease burden. The list includes 208 medical devices for general care, and now also includes others for dental care, diagnostic imaging and laboratory practices. Washington, DC, 6 August 2019 (PAHO)- The Pan American Health Organization (PAHO) recently published the…"
Americas,1 Aug 2019,Maternity Protection Laws must be implemented throughout the Americas to protect breastfeeding mothers in the workplace,"Working mothers should have 18-weeks of maternity leave on full pay, as well as two, 30-minute breastfeeding breaks per day, as per recommendations from the ILO. Just 38% of children in the Americas are breastfed exclusively until 6 months of age. Washington, D.C., 1 August 2019 (PAHO/WHO) – The Pan American Health Organization (PAHO)…"
Americas,1 Aug 2019,Improving health service monitoring of high-risk populations seeks to prevent new HIV infections,"A methodology developed by PAHO, already implemented in Paraguay and Bolivia, improves monitoring, helps people stay healthy and prevents them from contracting HIV or from infecting others. Mexico City, 1 August 2019 (PAHO/WHO)—A new tool has been launched by the Pan American Health Organization (PAHO), that aims to help health services in Latin…"
Americas,26 Jul 2019,WHO launches new report on the global tobacco epidemic,"Progress being made in fight against tobacco, but increased action needed to help people quit deadly products  26 July, 2019 ¦ Geneva/Rio de Janeiro: Many governments are making progress in the fight against tobacco, with 5 billion people today living in countries that have introduced smoking bans, graphic warnings on packaging and…"
Americas,26 Jul 2019,WHO urges countries to invest in eliminating hepatitis,"Geneva, July 26, 2019 (PAHO/WHO)– Ahead of World Hepatitis Day (28 July), the World Health Organization (WHO) calls on countries to take advantage of recent reductions in the costs of diagnosing and treating viral hepatitis and scale up investments in disease elimination. A new study by WHO, published today in Lancet Global Health, has found…"
Americas,22 Jul 2019,IAS 2019: PAHO Director calls for new approach to HIV response in order to end the epidemic by 2030,"Etienne highlighted that scientific innovation has led to unprecedented progress against the disease. She emphasized that the road to ending AIDS relies on ensuring health access and coverage for all. Mexico City, 22 July 2019 (PAHO) The Director of the Pan American Health Organization (PAHO) and Regional Director for the Americas of the…"
Americas,17 Jul 2019,Ebola outbreak in the Democratic Republic of the Congo declared a Public Health Emergency of International Concern,17 July 2019 - Geneva - WHO Director-General Dr. Tedros Adhanom Ghebreyesus today declared the Ebola virus disease (EVD) outbreak in the Democratic Republic of the Congo (DRC) a Public Health Emergency of International Concern (PHEIC). “It is time for the world to take notice and redouble our efforts. We need to work together in solidarity…
Americas,12 Jul 2019,PAHO/WHO urges northern hemisphere countries to prepare for heatwaves,"While Europe is experiencing heatwaves, North America, Central America and the Caribbean are also at risk. The situation could worsen between July and August, with adverse impact on human health. Washington, D.C., 12 July 2019 (PAHO) - In view of the current heatwaves in Europe and predictions that this phenomenon will hit various…"
Americas,12 Jul 2019,Dominica: strengthening primary care with a new cadre of community health workers,"July 2019 (OPS/OMS)- In Dominica, an island in the West Indies with a population of just over 70,000, change is underway to transform the health system into one that focuses increasingly on primary health care, is people- and community-centred and is better placed to achieve universal health coverage and access (or Universal Health, as it is known…"
Americas,10 Jul 2019,"CDB, PAHO launch “Stronger Together” campaign, raising awareness about mental health and psychosocial support in disasters","July 10, 2019, BRIDGETOWN, Barbados – As this year’s hurricane season gets underway, psychosocial support will be utilised to help the Caribbean people when disaster hits. The Pan American Health Organization (PAHO) and the Caribbean Development Bank (CDB) today launched the “Stronger Together” campaign in Bridgetown, Barbados. The campaign draws…"
Americas,28 Jun 2019,PAHO Executive Committee concludes sessions with agreements on advancing health in the Region of the Americas,"Washington, DC, June 28, 2019 (PAHO/WHO) - The Executive Committee of the Pan American Health Organization (PAHO) concluded its 164th session on June 27, following discussions and deliberations on a variety of strategies, actions plans and policies that address a number of key health challenges for the population in the Americas. Issues that were…"
Americas,25 Jun 2019,PAHO Executive Committee begins debate on strategies and plans for improving the health of the Americas,"Washington, DC, June 24, 2019 (PAHO/WHO) - The Executive Committee of the Pan American Health Organization (PAHO) began today its 164th session at the World Health Organization's (WHO) regional office for the Americas, in order to discuss strategies and plans of action to improve the health of the Americas. Chaired by Canada, the committee will…"
Americas,12 Jun 2019,PAHO calls for blood donation systems to be strengthened to ensure 100% voluntary donations,"Washington D.C., June 12, 2019 (PAHO/WHO) – In Latin America and the Caribbean, voluntary donation accounts for less than half of all blood supplies. For World Blood Donor Day, the Pan American Health Organization (PAHO) is calling for countries to strengthen their voluntary, unpaid blood donation systems, the best way to ensure universal…"
Americas,6 Jun 2019,Food safety is everyone’s business,"Food can become contaminated at any point in the food chain, so everyone must take measures to keep food safe—from producers to processers, retailers and consumers. An estimated 77 million people in the Americas suffer an episode of foodborne illness each year, half of them children under 5. In some cases, foodborne illness can be fatal…"
Americas,5 Jun 2019,Training workshop for English Caribbean facilitators in the clinical management of dengue and other arbovirosis,"From June 10-14, 2019 a training for managers in clinical management of dengue and other arboviruses was held in Havana, Cuba. This activity is carried out within the framework of cooperation of the Institute of Tropical Medicine ""Pedro Kouri"" (IPK) as a Collaborating Center of PAHO / WHO for dengue research and its control with the…"
Americas,30 May 2019,Tobacco kills one person every 34 seconds in the Americas,"Washington, D.C., 30 May 2019 (PAHO/WHO) – Tobacco control measures, particularly those to ensure smoke-free public and work spaces, must be urgently stepped up in order to protect the health of the people of the Americas, says the Pan American Health Organization (PAHO), regional branch for the Americas of the World Health Organization (WHO).…"
Americas,28 May 2019,72nd World Health Assembly Closes with Adoption of Resolutions on Public Health Topics,"Geneva, 28 May 2019 (PAHO/WHO) - The 72nd World Health Assembly ended today with the adoption of several resolutions on the world’s most relevant public health issues. Over the past 9 days, Member States adopted a new global strategy on health, environment and climate change, and committed?to invest in safe water, sanitation and hygiene services…"
Americas,28 May 2019,Individuals and organizations from across the Americas to receive WHO World No Tobacco Day Award,"Washington, D.C., 28 May 2019 (PAHO/WHO) –Individuals, organizations and authorities from six countries across the Region of the Americas, including Antigua and Barbuda, Argentina, Colombia, El Salvador, the United States of America and Uruguay are to be honored with a 2019 World No Tobacco Day award. These honors, awarded each year by the World…"
Americas,27 May 2019,"Delegations adopted resolutions on patient safety, emergency and trauma care, water and sanitation, and on the ICD-11","Geneva, May 27, 2019 (PAHO / WHO) - The delegations at the World Health Assembly approved a series of resolutions about patient safety, emergency and care, and water and sanitation. They also agreed on the adoption of the of the International Statistical Classification of Diseases and Related Health Problems (ICD-11), that will come into…"
Americas,24 May 2019,"World Health Assembly approves resolutions on climate change and health, noncommunicable diseases, and influenza preparedness","Geneva, May 24, 2019 (PAHO / WHO) - The delegations approved today a series of technical and administrative resolutions on climate change and health, noncommunicable diseases and the pandemic influenza preparedness framework. Following is a summary of the main decisions adopted today at the 72nd World Health Assembly. Health, environment and…"
Americas,24 May 2019,WHO Sasakawa Prize Recognizes Peru’s Experience in Reducing Child Anemia,"Geneva, 24 May 2019 (PAHO/WHO) – This year, the World Health Organization’s Sasakawa Health Prize recognized the work accomplished in the district of Iguaín in Peru, where the rate of anemia in children under the age of three fell from 65% to 12% over the past three years. The Sasakawa Health Prize is awarded to one or more persons, institutions…"
Americas,23 May 2019,World Health Assembly Adopts Resolution on Antimicrobial Resistance,"Geneva, 23 May 2019 (PAHO/WHO) - Member States at the World Health Assembly adopted a resolution today calling for continued high-level commitments to implementand provide multisectoral National Action Plans on Antimicrobial Resistance. The resolution urges Member States to strengthen infection prevention and control…"
Americas,23 May 2019,Argentina certified malaria-free by WHO,"Geneva, 22 May 2019– Algeria and Argentina have been officially recognized by WHO as malaria-free. The certification is granted when a country proves that it has interrupted indigenous transmission of the disease for at least 3 consecutive years.  Contracted through the bite of an infected mosquito, malaria remains one of the world’s leading…"
Americas,22 May 2019,"Migration: Challenges, Commitment to Health, and Solidarity","Geneva, Switzerland, 22 May 2019 (PAHO/WHO) - The Health Ministers of Colombia, Ecuador, Peru, and Panama acknowledged the challenge that migration poses to their health systems, and emphasized their commitment to a humane and collective response to migrants.…"
Americas,22 May 2019,Health authorities from the Americas discuss how to achieve universal health leaving no one behind,"Geneva, 22 May 2019 (PAHO/WHO) - How to achieve universal health coverage without leaving anyone behind was the main topic of presentations made by the Ministers of Health from throughout the world this week in the plenary of the 72nd World Health Assembly. Health authorities from the Region shared their experiences in the achievement of…"
Americas,22 May 2019,Delegates Adopt Resolutions on Universal Health Coverage at World Health Assembly,"Geneva, 22 May 2019 (PAHO/WHO) Delegates at the World Health Assembly adopted three resolutions today on universal health coverage (UHC). These resolutions focus on primary health care, the role of community health workers, and the September UN General Assembly High-Level Meeting on UHC. Primary health care and universal health coverage The…"
Americas,21 May 2019,Delegations from CARICOM Countries Address Priority Health Issues with PAHO Director,"Geneva, 21 May 2019 (PAHO/WHO) - Health ministers and authorities from the countries that make up the Caribbean Community (CARICOM) met with the Director of the Pan American Health Organization (PAHO), Carissa F. Etienne, to address health issues of particular interest to their region. Health systems strengthening, the High-Level Meeting of the…"
Americas,21 May 2019,"Countries share ideas on how to boost confidence in vaccines, emphasizing the global need to address this issue","Geneva, 21 May 2019 (PAHO/WHO) - Delegations from the countries attending the 72nd World Health Assembly shared experiences and ideas on how to build confidence in vaccines and step up global immunization efforts to preserve the health of all generations. This side event was organized by the United States, Brazil, Canada, Colombia, and other…"
Americas,21 May 2019,Analyzing Experiences and Progress Towards Universal Health,"Geneva, Switzerland, 21 May 2019 (PAHO/WHO) - During a side event at the 72nd World Health Assembly, high-level authorities of the World Health Organization (WHO) and the Pan American Health Organization (PAHO), ministers of health, and representatives of other international agencies discussed universal health and shared experiences with their…"
Americas,21 May 2019,72nd World Health Assembly Opens in Geneva,"Geneva, 20 May 2019 (PAHO/WHO)—With a full work agenda, discussions at the side events on key public health issues, and the recognition of several health leaders, the 72nd World Health Assembly opened today in Geneva, Switzerland and will run through 28 May.In his plenary opening speech, the Director-General of the World Health Organization (WHO…"
Americas,21 May 2019,Roadmap to Universal Health Discussed on Day Two of the World Health Assembly,"Geneva, 21 May 2019 (PAHO/WHO) – On the second day of sessions, the 72nd World Health Assembly focused its plenary discussions on how to achieve universal health coverage, leaving no one behind, while the committees addressed topics related to emergency preparedness and response.  Yesterday, ministers and delegates from the…"
Americas,20 May 2019,A Decade of Healthy Aging: 2020-2030,"Geneva, Switzerland, 20 May 2019 (PAHO/WHO)–To foster healthy aging, the World Health Organization (WHO) will lead a decade of global action consistent with the Sustainable Development Goals (SDGs). To review the Organization’s progress over the past decade and share experiences, Argentina, Canada, Chile, Costa Rica, Panama, and six other…"
Americas,20 May 2019,Examining the New Global Action Plan for Healthy Lives and Well-being for All,"Geneva, Switzerland, 20 May 2019 (PAHO) - Cooperation agencies and representatives of Colombia, Germany, Nepal, Ghana, and Rwanda, as well as civil society, discussed the new Global Action Plan for Healthy Lives and Well-being for All at a side event of the 72nd World Health Assembly, which is taking place until 28 May in Geneva, Switzerland…"
Americas,20 May 2019,"Jamaican doctor, Peter Figueroa, recognized  as health leader at World Health Assembly","Geneva, May 20 2019 (PAHO/WHO)- Jamaican doctor and professor, Peter Figueroa, was today recognized at the World Health Assembly as a health leader for his substantial contribution to public health in Jamaica, the Caribbean, the Americas and the world,  over the past four decades. Dr. Figueroa, a Professor of Public Health, Epidemiology and…"
Americas,20 May 2019,WHO announces four new goodwill ambassadors for promoting global health,"Geneva, 20 May 2019 (WHO)- World Health Organization today announced today the appointment of four new goodwill ambassadors, from the fields of sports, politics and community mobilization, to promote healthier lives, stronger health workforces and improved mental health globally. Three of these new ambassadors are from the Region of the Americas…"
Americas,19 May 2019,The Major Challenge of Communicating Effectively on Noncommunicable Diseases,"Geneva, 19 May 2019 (PAHO) - Noncommunicable diseases (NCDs) such as cardiovascular and respiratory disease, cancer, and diabetes, are the leading cause of death in the world. However, according to Carissa F. Etienne, Director of the Pan American Health Organization (PAHO), communicating effectively about them is a significant challenge. “NCDs…"
Americas,19 May 2019,"PAHO and Delegations from the Americas Participate in “Walk the Talk: the Health for All Challenge”, an Event Organized by WHO","Geneva, 19 May 2019 (PAHO/WHO) – Braving gray and sometimes rainy skies, but determined to participate in walks, races, and other physical activities, hundreds of people congregated today in the Place des Nations in Geneva, Switzerland, under the slogan ""Walk the Talk: the Health for All Challenge.""These activities, organized for the second…"
Americas,18 May 2019,Countries in the Americas region to co-organize side events during the 72nd World Health Assembly,"Geneva, 18 May 2019 (PAHO/WHO)- Promoting vaccine confidence; universal health care and migration; access to medicines, vaccines and health products; healthy aging; non communicable diseases; and the road to malaria elimination. These are just some of the themes to be discussed at more than a dozen side events organized by countries in the…"
Americas,17 May 2019,"Countries move towards the elimination of mother-to-child transmission of HIV, syphilis, hepatitis B and Chagas disease","Since 2010, 30,800 children were born HIV-free in Latin America and the Caribbean. However, cases of congenital syphilis are increasing. Washington, DC, 17 May 2019 (PAHO)- Countries are moving towards the elimination of mother-to-child transmission of HIV, syphilis, hepatitis B and Chagas, but progress has been uneven, according to a new report…"
Americas,17 May 2019,PAHO receives award from the World Hypertension League for its efforts to address hypertension in the Americas,"Punta Cana, 17 May 2018 (PAHO) - The Pan American Health Organization (PAHO) has been awarded the World Hypertension League’s Organizational Excellence Award for its outstanding work in hypertension control in the Region of the Americas. The award recognizes PAHO’s efforts in the implementation of the HEARTS initiative, which aims to reduce the…"
Americas,17 May 2019,Ministers of Health of the Americas to participate in the 72nd World Health Assembly,"Geneva, 17 May 2019 (PAHO/WHO) – On 20-28 May, Health Authorities from the Americas will participate in the 72nd World Health Assembly in Geneva, Switzerland. The Assembly will bring together more than 4000 delegates from the 194 countries that make up the World Health Organization (WHO) to address the main health issues in the world. During the…"
Americas,15 May 2019,Walk the Talk: The Health for All Challenge 2019,"Geneva, Switzerland, May 15, 2019 (PAHO)-  This Sunday, May 19, the World Health Organization (WHO) and delegations from the Americas and across the world will celebrate the second edition of the event ""Walk the talk: The Health for All Challenge"", at the Palais des Nations, in Geneva. While there, participants are also invited to visit the…"
Americas,15 May 2019,Adopting a healthy lifestyle helps reduce the risk of dementia,"New WHO Guidelines recommend specific interventions for reducing the risk of cognitive decline and dementia 14 May 2019 – People can reduce their risk of dementia by getting regular exercise, not smoking, avoiding harmful use of alcohol, controlling their weight, eating a healthy diet, and maintaining healthy blood pressure, cholesterol and blood…"
Americas,14 May 2019,Myths and Truths about Seasonal Influenza and the Flu Vaccine,"Washington, D.C., 14 May 2019 (PAHO)- Seasonal influenza, also known as flu, is an illness that can lead to serious complications requiring hospitalization and can even cause death. People often fail to recognize its severity, mistaking it for a cold, but each year around 772,000 people are hospitalized, and between 41,000 and 72,000 die as a…"
Americas,9 May 2019,Nursing staff are vital for making progress towards universal health,"Washington, DC, 8 May 2019 (PAHO)- Today, at the launch of the Strategic Directions for Nursing in the Region of the Americas, the Pan American Health Organization (PAHO) called on countries to invest in nurses to improve their availability, distribution and roles in order to advance towards universal health.   Nursing staff…"
Americas,6 May 2019,Three examples from Latin America highlight how road safety can be improved,"Washington, DC, 6 May 2019 (PAHO)- These countries implemented measures to reduce speed, limit drink-driving, and ensure that all motorcycle users wear helmets, that all car passengers wear seat-belts, and that children use car-seats. The countries also passed and enforced laws, reducing both mortality and road traffic accidents. The three…"
Americas,3 May 2019,New Action Plan on Health and Climate Change calls for health to be front and center of climate change planning in the Caribbean,"St. Lucia., 3 May 2019 (PAHO/WHO) – An Action Plan developed by countries and territories of the Caribbean, establishes a roadmap to ensure that health is front and center of national climate change planning in the Region. The Caribbean Action Plan on Health and Climate Change focuses on protecting the health of Caribbean populations…"
Americas,2 May 2019,Dominica: Newborns’ Medical History Begins With First Prenatal Check-Up,"Roseau, Dominica, 1 May 2019 (PAHO)- Nearly three decades into her career as a midwife, Odette Thieophile works at the Roseau Health Centre in Dominica, where she welcomes around 220 babies a year. Strongly committed to her profession and to women’s health, she stresses that safe deliveries and healthy mothers and babies are what matters most.…"
Americas,26 Apr 2019,PAHO provides guidance on improving the health of migrants in countries of the Americas,"Washington, D.C., 26 April 2019 (PAHO/WHO) –The Pan American Health Organization (PAHO) has published a guidance document on migration and health that suggests five areas of action countries should take top improve the health of migrants and the populations that receive them. The five areas of action are: strengthening surveillance, information…"
Americas,25 Apr 2019,PAHO’s ‘Municipalities for Zero Malaria’ initiative to tackle malaria at the local level,"Malaria is endemic in 19 countries and territories in the Americas, but half of all cases are concentrated in only 25 municipalities. This year, PAHO Malaria Champions will honor efforts against the disease at local level, a key approach to eliminating malaria by 2030 Washington, D.C., 25 April 2019 (PAHO/WHO) — A new initiative from…"
Americas,24 Apr 2019,"PAHO launches Vaccination Week in the Americas in Brazil, urging countries in the Region to unite to end measles","Brasília, 22 April 2019 (PAHO/WHO) – The Pan American Health Organization (PAHO) has launched in Brazil the 17th edition of Vaccination Week in the Americas, under the theme “Protect your community. Do your part”. The initiative is celebrated between April 20 and 27 with the participation of 45 countries and territories in the Region. This is the…"
Americas,24 Apr 2019,"To grow up healthy, children need to sit less and play more","New WHO guidelines on physical activity, sedentary behaviour and sleep for children under 5 years of age 24 April 2019 | GENEVA: Children under five must spend less time sitting watching screens, or restrained in prams and seats, get better quality sleep and have more time for active play if they are to grow up healthy, according to new…"
Americas,18 Apr 2019,Nearly 70 million people to be vaccinated during Vaccination Week of the Americas,"Washington, DC, 18 April 2019 (PAHO/WHO)- Vaccination Week in the Americas, which is celebrated from April 20-27, is a call to protect the community, with the goal of immunizing 70 million people against vaccine preventable diseases. The initiative, which has been promoted since 2003 by the Pan American Health Organization (PAHO), aims to…"
Americas,9 Apr 2019,PAHO Commission outlines ten recommendations on how to achieve health for all in the Region of the Americas,"In a new report, experts emphasize the need to guarantee the right to health and recommend transforming health systems based on primary care and ensuring effective funding. Mexico City, 9 April 2019 (PAHO) – A report outlining ten recommendations on how countries can ensure that all people have access to health in the Region of the Americas was…"
Americas,3 Apr 2019,World Health Day: PAHO calls for equitable access to health care,"This year’s campaign calls for all people to receive integrated, quality health care at the heart of the community. On April 9, PAHO will present a report in Mexico with recommendations on achieving universal health.…"
Americas,3 Apr 2019,New report by PAHO and PATH seeks to improve vaccine programs through effective data use,"Washington D.C. / Seattle, WA, April  2, 2019 (PAHO/PATH)—A new report from the Pan American Health Organization (PAHO) and PATH, Immunization Data: Evidence for Action (IDEA), has launched to provide the immunization community with clear, proven strategies for improving the quality and use of immunization data. While advances in information…"
Americas,3 Apr 2019,"1 in 4 health care facilities lacks basic water services – UNICEF, WHO","3 APRIL 2019| Geneva | New York –  One in four health care facilities around the world lacks basic water services, impacting over 2 billion people, according to a new report by the World Health Organization (WHO) and UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (JMP). The WHO/UNICEF JMP report, WASH in…"
Americas,25 Mar 2019,Joint project seeks to improve the health of indigenous women and children in the South American Chaco,"The Project, coordinated by PAHO, has been running since 2017 in Argentina, Bolivia and Paraguay to strengthen health services for women and children and avoid maternal mortality Nanawa, Paraguay, 25 March 2019 (PAHO/WHO) - Strengthening the care of mothers and children and improving response to obstetric emergencies in the South American Chaco,…"
Americas,22 Mar 2019,Countries of the Americas can end tuberculosis by 2030 if actions to achieve this goal are accelerated,"On World Tuberculosis Day, PAHO calls for universal access to treatment, early diagnosis, and sustainable funding for TB programs. Around 282 thousand people live with tuberculosis in the Americas.…"
Americas,13 Mar 2019,Coders are key to capturing accurate mortality and morbidity information,PAHO is working to strengthen the capacity of over 7000 coders in Latin America and the Caribbean in order to ensure better quality data to inform public health policies. Washington D.C. 13 March 2019 (PAHO/WHO) –The Pan American Health Organization (PAHO) is providing professionals responsible for capturing accurate data on mortality and…
Americas,12 Mar 2019,President of Paraguay and PAHO Director address the country’s health priorities,"Asunción, 12 March 2019 - The Director of the Pan American Health Organization (PAHO), Carissa F. Etienne, met with the President of the Republic of Paraguay, Mario Abdo Benítez, on 11 March, to discuss the country’s public health achievements and challenges, as well as PAHO’s technical cooperation regarding these matters. “We talked about the…"
Americas,11 Mar 2019,WHO launches new global influenza strategy,"Geneva, 11 March 2019 (WHO) – WHO today released a Global Influenza Strategy for 2019-2030 aimed at protecting people in all countries from the threat of influenza. The goal of the strategy is to prevent seasonal influenza, control the spread of influenza from animals to humans, and prepare for the next influenza pandemic. ""The question is not…"
Americas,8 Mar 2019,International Women’s Day: Access to health for migrant women remains a challenge in the Americas,"Washington D.C. 8 March 2019 (PAHO/WHO)—Access to family planning and prenatal care, intimate partner violence and adolescent health are some of the main challenges migrant women face in the Americas, experts agreed during a panel held by the Pan American Health Organization's (PAHO) headquarters in Washington, D.C. to commemorate International…"
Americas,5 Mar 2019,Half of all deaths of young people in the Americas can be prevented,"New PAHO report examines the health of young people in the Region and makes recommendations on how it can be improved and lives saved. Washington D.C, 5 March 2019 (PAHO/WHO) – Half of all deaths of young people aged between 10-24 in the Americas are due to homicide, road traffic fatalities and suicide, all of which are preventable, reveals…"
Americas,1 Mar 2019,Mental health spending must increase in order to meet current needs in the Americas,"Mental health issues account for more than a third of total disability in the Region yet just 2% of country’s health budgets go towards preventing and treating these conditions, according to a new PAHO report.…"
Americas,28 Feb 2019,PAHO calls for countries in Latin America and the Caribbean to prepare for possible outbreaks of dengue,"The disease is endemic in the Region and, since its reintroduction in the 1980s, has caused cyclical outbreaks and epidemics every three to five years Washington, DC, 28 February 2019 (PAHO)- The Pan American Health Organization (PAHO) has called for countries in the Region of the Americas to prepare for a timely response to possible…"
Americas,22 Feb 2019,"Belize launches plan to expand its health workforce, improve its geographical distribution and skills","Belize, 20 February 2019 (PAHO)- A new plan to increase health workers and improve their efficiency and distribution in order to respond to the health needs of the population, was launched today by the Ministry of Health, in collaboration with the Pan American Health Organization (PAHO) and other partners. The Strategic Plan on Human Resources…"
Americas,13 Feb 2019,Latest PAHO “Basic Indicators” shed light on health situation in the Americas,"Noncommunicable diseases—such as heart disease, cancer, and stroke—are the main causes of death in the Americas, causing seven times more deaths than infectious diseases Washington, DC, February 13, 2019 (PAHO) – The Americas region is home to more than one billion people. Every year, 15 million babies are born, and nearly 7 million people…"
Americas,12 Feb 2019,New WHO-ITU standard aims to prevent hearing loss among 1.1 billion young people,"12 February 2019 - Geneva - Nearly 50% of people aged 12-35 years – or 1.1 billion young people – are at risk of hearing loss due to prolonged and excessive exposure to loud sounds, including music they listen to through personal audio devices. Ahead of World Hearing Day (3 March), the World Health Organization (WHO) and the…"
Americas,5 Feb 2019,Costa Rican Minister of Heath outlines priority areas for collaboration in visit to PAHO headquarters,"Washington D.C. 5 February 2019 (PAHO/WHO) – Tackling NCDs and ensuring universal access to quality health care were among the priority themes addressed by the Costa Rican Minister of Health, Dr. Daniel Salas Peraza, during his visit to the Pan American Health Organization’s (PAHO) headquarters in Washington D.C this week. Costa Rica has made…"
Americas,1 Feb 2019,"Cervical cancer is the third most common cancer among women in Latin America and the Caribbean, but it can be prevented","Each year, approximately 72,000 women in the Americas are diagnosed with cervical cancer and more than 34,000 women die from this disease. HPV testing for women to detect precancerous lesions, followed by timely treatment, and together with HPV vaccination for girls are key strategies to prevent cervical cancer and save lives Washington, D.C.,…"
Americas,31 Jan 2019,PAHO reminds international travelers to be vaccinated before traveling to areas with yellow fever,"Washington, DC, 31 January 2019 (PAHO/WHO) – The Pan American Health Organization (PAHO), regional office for the Americas of the World Health Organization (WHO) reiterated its recommendation to inform international travelers that they should get vaccinated against yellow fever at least 10 days prior to visiting areas where the virus…"
Americas,25 Jan 2019,Stigma and discrimination prevent early diagnosis and treatment of Leprosy in the Americas,"Washington, D.C., 25 January 2019 (PAHO/WHO) - While cases of leprosy have fallen in the Region of the Americas, by 30% over the past 20 years, discrimination, stigma and prejudice surrounding the disease continue to hamper efforts to further stop its transmission. Countries have already made significant advances in the fight against…"
Americas,24 Jan 2019,More than half of people with epilepsy in Latin America and the Caribbean do not receive treatment,"PAHO’s new guide seeks to help countries design programs to detect and treat this disorder, which affects 5 million people in the Region. With the right treatment, 70% of patients can lead a normal life Washington, DC, 24 January 2019 (PAHO) – Epilepsy is one of the most common neurological disorders in the world, affecting approximately 50…"
